Gene names, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
,-0.412558195,-0.805559884,-0.465978252,-0.398265456,-0.287800437,-0.491936505,-0.815910173,-0.746470534,-0.325304342,-0.42957593,-0.528781318,-0.602766563
Rpt4,-1.465898545,-1.731829136,-0.240486201,-0.380821784,0.026304324,0.087327052,-1.781305613,-1.42705214,-0.256390248,-0.226847603,-0.214759154,0.143785225
,-0.052386204,#VALUE!,-0.81972481,-0.398170391,-0.412673417,-1.101195728,0.93364817,0.572501665,-0.308322913,-0.111585991,-0.654308416,-0.51601659
Ef2b,-3.117286529,-3.166178862,-2.153799565,-2.013450718,-1.685895173,-1.846895108,-3.27956392,-3.127210632,-1.993780981,-2.056851317,-1.92939085,-1.933297687
RpS28b,-0.874454691,-1.270590799,0.262072288,0.232046713,0.592445077,0.403049529,-0.88179977,-0.713142503,0.184089827,0.254352163,0.348119084,0.298541019
RpS16,-1.297714813,-1.387977837,-0.140571067,-0.189614482,0.143654635,0.070938821,-1.243728175,-1.126864023,-0.127809516,-0.206062512,-0.100700605,-0.006101055
ple,-1.399654117,-1.62776107,-0.880603979,-0.850116339,-1.318649691,-1.273657028,-1.320702325,-1.437799102,-0.888808397,-0.352694702,-1.563496987,-0.433272506
skpA,-0.841947403,-1.033746743,-0.777195439,-0.370172468,-0.434792794,-0.171157228,-0.702491607,-0.656444362,-0.382062133,-0.195500316,-0.680474549,-0.655921445
EndoGI,-0.725947116,-0.798065086,-0.752680065,-0.622198802,-0.140109941,-0.407822858,-0.852615144,-0.712527705,-0.386619225,-0.482613431,-0.387071954,-0.531302002
RpL34b,-1.507131604,-1.738601576,-0.238102031,-0.337174708,0.12035194,-0.029323013,-1.605946892,-1.367955187,-0.339984135,-0.801908223,-0.127998689,-0.093879047
Cyp6g1,0.47342327,#VALUE!,-1.556350917,-0.948975997,-1.135459231,-1.106591189,0.368712484,0.37717929,-1.631108755,-1.590875223,-1.383905833,-1.12689553
Hrb87F,0.650213105,0.629566451,1.326422296,1.48769214,1.360420466,1.439463568,0.755229434,0.751549415,1.456963812,1.379177329,1.111498777,1.29207495
Cpr66Cb,-0.1681876,-0.552410225,0.907121408,0.166843964,0.327802315,0.616922242,-0.094957237,-0.495633849,-0.029455528,0.406863158,0.078746447,0.216113358
Eip55E,-0.563987449,-0.626958781,-0.218464026,-0.219488316,-0.258114558,-0.312849706,-0.640208982,-0.80233587,-0.235483986,-0.288258425,-0.509553094,-0.527844997
RpL13,-1.230465204,-1.358971954,-0.119714136,-0.000144277,0.38084025,0.233151803,-1.103332893,-1.169257909,-0.102883516,-0.028204485,0.129348967,0.310340121
Msr-110,-0.49047643,-0.849024471,0.007913082,0.234133396,0.225028083,0.18142064,-0.354113924,-0.118100497,#VALUE!,#VALUE!,-0.027116225,#VALUE!
Fkbp13,0.856547538,0.351402184,0.424707146,0.375512141,0.989792978,1.107219168,0.762051103,0.683651545,0.834144866,0.631430278,0.737167557,0.742092468
,-0.035874961,-0.773812105,0.161694235,0.259302621,0.290306435,0.527670916,-0.216819967,-0.825312357,0.406645508,0.435415241,0.037593076,0.718613699
Cyp12a4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.09396575,#VALUE!,1.036468167,1.090379227,-0.027586723,#VALUE!,-0.159959817,#VALUE!
Ahcy13,-1.314409638,-1.229450008,-1.449099335,-1.176837618,-1.44445867,-1.291415443,-1.16575803,-1.174100427,-1.074699319,-1.051309454,-1.698904066,-1.428410555
CG6089,-0.451129399,-1.120858877,0.082838815,0.003170443,0.350044566,0.467801156,-0.665271561,-0.75616034,-0.001486742,0.163112244,0.095181789,0.125915549
Aldh-III,-1.414537452,-1.721801095,-1.865647613,-1.99240261,-1.719613752,-1.934565554,-1.760088766,-1.530739153,-1.694601419,-1.870123539,-1.974659305,-1.788165424
Rpn3,-1.2787586,-1.569607666,-0.045967515,-0.039651399,0.083519749,0.118891252,-1.547046176,-1.545908354,-0.053853072,-0.175810563,-0.172489867,-0.107523484
Tps1,-0.244104033,-0.43906988,-1.696003046,-1.64191887,-1.413422585,-1.474492346,-0.333825147,-0.343897249,-1.8617622,-1.770092197,-1.669602227,-1.617808652
CG32795,-0.653945166,-0.732739883,-0.289668529,-0.651495614,-0.801908223,-0.495593168,#VALUE!,#VALUE!,#VALUE!,-1.166923713,-1.05916422,-0.999480723
Cctgamma,-2.422443072,-1.886886298,-1.976474944,-1.298743726,-1.556478215,-1.556860178,-3.373985207,-3.258563216,-1.74178261,-1.595532803,-1.815783192,-1.796159876
Saf-B,-0.45332034,-1.054092703,0.073820233,0.178746506,0.077242999,-0.017504669,-0.769649404,-0.67915722,0.046002047,0.117562069,-0.182786076,0.49487638
,0.704340813,0.449217992,-0.051204813,0.383828687,1.051302489,0.973648008,0.386259141,0.082021269,0.312897473,0.167100969,0.790605243,0.526369342
Got2,1.478247041,1.474773476,-0.039058363,-0.129260475,0.038295698,-0.148608741,1.413431608,1.415109632,-0.035549613,-0.058097421,-0.222498223,-0.14539787
ade3,-0.600161729,-1.146403494,-2.118977591,-2.020984391,-1.631108755,-1.793706866,-0.859849593,-0.850584535,-1.919860845,-1.925494564,-1.892285352,-1.875777755
Aats-cys,-2.698154857,-1.903900105,-1.707312471,-1.183932827,-1.370153821,-1.634777801,-1.793206764,-1.687427757,-1.699934863,-1.539477592,-1.631421602,-1.833207442
Tig,-0.200398722,-0.745962342,0.022474347,0.187767747,-0.163995105,-0.092278651,-0.455198116,-0.393159842,0.109159939,0.138683428,-0.42598571,-0.287096125
,-0.82452011,#VALUE!,-1.712267677,-2.046146254,-2.249204864,-3.176055033,-1.94036784,-1.261534783,-1.285670946,-2.319405585,-2.511361601,-3.475069764
Cdc37,-1.686220131,-1.437994533,-0.90241617,-1.036348324,-1.183506784,-0.885393101,-1.957187591,-1.641603738,-1.075094407,-1.00546372,-1.446069413,-1.638411287
Npc2g,-1.396764163,-1.645119101,-1.1106978,-1.359897388,-0.789735834,-0.5239813,-1.240861214,-1.233684712,-0.776182076,-0.731829136,-1.052775228,-1.1756639
CG13393,-0.358990457,#VALUE!,0.193582525,0.019203734,0.39835037,0.695459383,0.117163075,0.138552375,0.141040345,0.265796925,0.13422094,#VALUE!
Ef1beta,-0.02919051,-0.383548197,0.79243893,0.8871353,1.254714968,1.282321182,-0.115769393,-0.09149449,0.897317884,0.849198652,0.989066326,1.086851688
Npc2a,0.543099892,#VALUE!,-0.1477614,-0.123858326,0.104470858,#VALUE!,-0.045371877,-0.256872847,0.033229161,0.245495663,-0.162686435,-0.172815088
Gclm,0.761966031,0.333423734,-0.565289049,-0.61340975,-0.196508425,-0.141557416,0.698663,0.600840628,-0.804476013,-0.751853821,-0.464643741,-0.438385476
Bacc,0.007482576,-0.168446996,0.733354341,-0.203435469,0.780478089,0.513490746,-0.077147568,0.167614841,0.167614841,0.478505927,0.511366829,0.74002087
Phk-3,#VALUE!,#VALUE!,#VALUE!,0.293958979,0.533762671,1.25664839,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.263875733,#VALUE!
CHOp24,0.447737871,0.553851968,1.282261867,1.276198865,1.269990634,1.301880253,0.63784206,0.485323774,1.377734578,1.273575566,1.000072133,1.250173332
Tango7,-1.681307167,-1.736869418,-0.879249947,-1.071785089,-0.230922275,-0.356734859,-2.057932213,-1.67291053,-0.707124037,-0.608100332,-0.502750429,-0.55543894
GstE1,-1.757647491,-2.61625977,-4.443602958,-4.954467563,-3.120419691,-2.53449563,-2.539016352,-3.329145165,-2.919970028,-3.215579775,-3.392652167,-3.364905012
Spn43Ab,-0.191672617,-0.298211438,0.172999473,0.239275826,0.092342769,0.178873958,-0.277376599,-0.527200328,0.10701825,0.159112461,-0.180037586,-0.107072799
Rack1,-1.554569916,-1.639759348,-0.440263476,-0.38194933,-0.015782536,0.026162654,-1.507869933,-1.582814485,-0.435768182,-0.363902096,-0.2885932,-0.257148691
Adam,-0.371627663,-0.61791935,-0.007391072,-0.085986638,0.239031363,0.377956634,-0.261379142,-0.506209223,0.045163352,0.092478087,-0.033953515,0.027154052
Sc2,-0.273779115,-0.657559036,-0.564712786,-0.395416231,-0.34142746,-0.112942706,-0.300554974,-0.377313242,-0.398721854,-0.522115478,-0.615021861,-0.278338612
Elf,-1.830074999,-1.571578854,-1.112755497,-0.75134373,-0.439421986,-0.233650785,-1.602832292,-1.556775289,-0.704723663,-0.652697189,-0.713899538,-0.555248134
,-1.303222713,-1.954333373,-1.753506783,-0.219790704,-1.623665158,-1.128093284,-1.181902061,-1.989993624,-1.617365945,-2.121360968,-1.898403707,-1.905304503
RpL5,-1.495206749,-1.253945265,0.059770581,0.082566351,0.44498504,0.316029859,-1.193271756,-1.146499304,0.030265443,0.016068369,0.170053235,0.211510663
mago,-0.242686536,-0.483440162,0.271067049,0.083928155,0.300416628,0.070801468,-0.341098474,-0.371795664,0.316725022,#VALUE!,0.025170576,0.000576963
CaMKI,-0.088285412,#VALUE!,-0.524541518,-0.472269039,-0.334334362,-0.143277185,0.036186803,-0.103844424,-0.367713169,-0.577680871,-0.610102838,-0.50426391
,-0.206145724,-0.141780234,0.559442866,0.806117796,1.216237552,1.054223347,0.027720258,0.133168933,0.748718834,0.776188231,0.939903564,1.208642109
RpL4,-1.328543569,-1.693621089,-0.154120599,-0.148464818,0.255077682,0.151858817,-1.26465113,-1.385488025,-0.207577729,-0.158107368,-0.02288863,-0.051533711
CG9675,4.859273866,#VALUE!,1.179829491,1.298013064,1.130996745,0.440633335,#VALUE!,#VALUE!,0.251325232,0.137241192,0.852797893,1.196607044
RpL14,-1.094433444,-1.317175039,0.048096653,0.194087052,0.570365777,0.266276823,-0.923030524,-1.079478021,0.110496882,0.145612247,0.291839273,0.335368915
Dlc90F,-0.304487165,-0.604235223,-0.250148267,-0.029838416,-0.142178208,-0.25468521,-0.269599155,-0.467932448,0.097610797,0.102322191,-0.420781226,0.270827916
RpL23A,-0.420703977,-0.661661165,0.801903615,0.771716585,1.193204014,0.944033813,-0.183785337,-0.328760984,0.654710488,0.671474547,0.913569218,1.025170576
TfIIS,-0.571600295,-1.654580914,-0.166195051,-0.229213231,-0.255735551,0.018918982,-0.766161012,-1.118946257,-0.061857261,-0.516408624,-0.535749966,#VALUE!
Amy-d;Amy-p,#VALUE!,#VALUE!,-0.92051607,-0.203070057,-1.542752438,-1.643540635,#VALUE!,1.004105833,-0.960945854,-0.109576655,-1.823524029,-1.726806403
RpL8,-0.592136073,-0.915717986,0.355580147,0.414243799,0.954717448,0.518232972,-0.645073978,-0.526930069,0.346871814,0.39176772,0.673104098,0.75890009
glo,0.663663412,0.528371278,1.22891102,1.356988892,1.561008354,1.554392386,0.554048507,0.590530164,1.423309237,1.353436218,1.278341659,1.535306486
Asph,0.579083579,-0.147234061,1.359689831,1.403322266,2.162693432,1.5627675,0.269152867,0.287354085,1.386810946,1.359577393,1.879980166,1.649431518
Cpr49Ab,1.035483152,0.982874961,1.147957881,1.083043129,0.813606775,0.933497103,0.622836666,0.696082866,0.507414099,0.422017657,0.530070742,0.516317779
RpL31,-0.887793637,-1.252260295,0.116897018,0.114500293,0.577440913,0.515914256,-0.915146552,-0.793081765,0.255561159,0.119024103,0.29372361,0.512075149
lig,-0.933710999,-0.952098715,0.036468167,0.057138304,0.28368476,0.22119655,-0.947138984,-1.024267108,0.325731791,0.273933569,-0.003249721,0.052137623
SF2,-0.176593015,-0.259219198,0.349138777,0.511366829,0.625364016,0.5922537,0.012211084,-0.104945606,0.493339909,0.468218362,0.338338835,0.552278691
CG5642,-2.473690759,-2.404152654,-1.265552663,-1.484227004,-1.051698188,-1.070027257,-2.292086538,-2.369370872,-1.338213923,-1.248244941,-1.339345148,-1.436236602
,-1.214909845,-1.540232666,-0.963475567,-1.066427362,-0.662414489,-1.256528117,-1.475093828,-1.216551727,-0.870835701,-0.697710198,-0.950926903,-0.868041823
Glycogenin,-2.13968075,-2.745164117,0.970927259,0.849038477,1.088345161,0.885027637,-2.645841261,-2.808437349,0.743213343,0.851918907,0.798506795,0.789437136
NAT1,-1.771864732,-1.794807701,-1.102372326,-0.731254224,-1.149408577,-0.826539921,-2.224452136,-1.925220574,-0.81023236,-0.625600363,-1.440067736,-1.396764163
Pgd,-1.058623209,-1.013246863,-0.970017134,-1.062776151,-0.379300993,-0.322198626,-0.961058191,-0.945915607,-1.228705984,-1.185572626,-0.670176041,-0.773688775
,0.931077868,0.58870864,-0.26524053,-0.125069294,-0.241986841,-0.27861859,1.140255134,1.075943304,-0.25104078,-0.287747602,-0.535749966,-0.505901894
,0.913109615,0.840281941,-0.534579219,-0.428119359,0.015069322,0.266036894,1.112566698,1.187704414,-0.55730593,-0.58937668,-0.278916127,0.236339539
Fer1HCH,1.267056318,1.288358562,0.834549424,1.009777122,0.531768207,0.397036241,1.901841958,1.910502426,0.944033813,0.932514778,0.236584458,0.143001506
TppII,-2.8303315,-2.317103144,-1.647060726,-1.795508671,-1.355239236,-1.170426425,-2.288064643,-2.010657503,-1.140602874,-1.285073142,-1.650453548,1.115432826
yellow-e,0.484911487,0.538438835,0.860128514,1.098891126,0.921512501,1.05595915,0.126708602,0.368824212,0.759070591,0.537345771,0.624522058,0.918309899
pr,-0.995563328,-1.635898271,1.213005039,1.609187605,2.1091265,2.35069525,-1.335153118,-1.151842803,1.913722387,2.058939855,1.811840905,2.593066877
,0.283210618,1.34879896,0.225398337,0.184470737,-0.047666434,0.10755397,#VALUE!,1.186500558,0.144176924,0.105543992,-0.345326168,-0.031621659
SPE,-1.462992252,-1.26143102,-1.267496341,-0.665363081,-0.975680321,-0.914548149,-1.582598419,-1.293818698,-0.598893848,-0.68499032,-1.273761674,-0.945971193
Obp56d,0.81262144,0.488412176,-0.167053292,-0.274459504,0.089633736,0.383386346,1.325846898,1.350723534,-0.275367189,-0.193931711,-0.20926132,-0.247028814
RpLP2,0.11209958,-0.410658359,0.838750118,0.616169466,1.308535624,1.363899952,-0.104418174,-0.055141554,0.821628589,0.931758688,1.009633819,0.811142174
,0.500598124,0.269751322,1.085356667,1.331762533,1.721503907,1.663162421,0.449534963,0.542406646,1.591344313,1.264896684,1.421909973,1.534161233
,-1.012082531,-2.453478375,-3.514540197,-2.76219157,-2.995966099,-2.603489746,-2.544056046,-2.558856518,-3.728679512,-3.260635756,-3.296757519,-3.620583092
,0.765110362,0.571531198,0.070938821,0.077653186,0.653793793,0.718262977,0.770448505,0.615133758,0.006908369,0.032947164,0.350270924,0.468009774
Eip71CD,#VALUE!,-1.115722496,#VALUE!,-1.122051628,-0.721682133,-1.089512924,-0.72616189,-0.214759154,0.348232419,#VALUE!,-1.026087544,-0.954640909
Trap1,-0.634643403,-1.48713599,-0.128329801,-0.539897029,-0.582403987,-0.841973263,-1.483097314,-1.163623387,-0.796936697,-0.777788957,-0.887233155,-0.759380371
Mdh1,0.778124452,0.625925048,-0.144472677,-0.199371326,0.235481995,0.116763971,0.540126488,0.59062597,-0.263040177,-0.31220471,-0.069633554,0.005184376
AcCoAS,-0.672220674,-0.915908515,-2.488349801,-2.359119984,-1.921280874,-1.817104341,-0.788813323,-0.558814014,-2.566527726,-2.547341314,-2.22789476,-2.138727448
Glt,1.229034117,1.113033665,1.117229582,0.687508661,1.097745622,0.843340717,1.010565029,0.700350934,1.018705381,1.111498777,0.791022195,0.731704603
Idgf4,-1.073393259,-0.97602082,-0.321242977,-0.451523918,-0.367806248,-0.557072424,-0.956991533,-0.960328153,-0.411963028,-0.494739117,-0.677956494,-0.713710242
R,0.572889668,0.460585313,-0.003582328,0.159629186,-0.161104692,-0.204715139,-0.425075022,-0.091602095,0.540523296,-0.089328731,-0.471428681,0.10514166
RpL24,-0.883981319,-1.214106339,0.108758614,0.257855464,0.728834779,0.572792677,-0.758403845,-0.783116813,0.046281503,0.278341659,0.416623592,0.326422296
CG18003-RC,0.556601082,0.224657734,-0.703924425,-0.344245189,-0.212751436,-0.604235223,0.518635847,0.624522058,-0.756062876,-0.782099284,-0.525932628,-0.14012584
p47,0.929260776,0.423847055,1.098891126,1.121347017,1.006333934,1.107353098,0.556699167,0.50548448,0.855511377,1.083519749,0.692695,0.874757628
,-0.389148779,-0.958448603,-1.110417432,-1.082530053,-0.9772132,-1.116441741,-0.333388821,-0.628853793,-0.947500635,-1.245369,-1.29106236,-0.970328032
rdhB,0.394184847,0.007482576,-0.143054137,-0.23371864,-0.037576837,-0.01746086,0.595885528,0.088548697,-0.395947659,-0.09451046,-0.352068476,0.005759269
,-0.388449877,-0.360489977,-0.27299445,-0.159299106,0.03407482,-0.168252445,-0.461422107,-0.622909576,-0.251349855,-0.29390713,-0.280667587,-0.293783327
Idh,-0.127525803,-0.354888635,-0.320251936,-0.403007628,-0.11023055,-0.100607788,-0.257303876,-0.061224923,-0.428876592,-0.38172375,-0.42528811,-0.338742934
alien,-1.794557438,-0.505103145,-1.322902243,-0.868752958,-1.041417126,-1.089666437,-1.749863059,-1.341537139,-0.746567352,-1.194525929,-1.357048952,-1.338724689
,0.155231116,-0.172782562,-0.889022122,-0.907765495,-0.688403885,-0.73067954,0.034356597,-0.010279671,-1.056611228,-0.965389852,-1.004450358,-0.949700311
VGlut,-0.986330507,-0.397657149,-0.815478483,-0.681978236,-0.949087406,-1.046742212,-0.557199786,-0.355313057,-0.842257755,-0.897704687,-1.26600364,-0.466556258
RpL12,-1.526784566,-1.965502536,-0.548395869,-0.430431137,-0.164124421,-0.21635058,-1.584414381,-1.376208037,-0.533534711,-0.422153078,-0.481082207,-0.468052178
UGP,1.055750964,0.781905211,-0.599527649,-0.564008778,-0.172977726,-0.249187717,1.249627373,1.29130886,-0.691103296,-0.708773666,-0.491632201,-0.304202122
RpS15Aa;RpS15Ab,-1.613829167,-1.697780398,-0.424765132,-0.668134302,0.101650076,0.003602237,-1.297041096,-1.49895327,-0.614359132,-0.473189994,-0.21750756,-0.302101662
cin-RB,1.653702091,0.764516014,0.679153521,0.837862529,1.065916918,0.820812077,1.324176946,1.215864939,0.696260954,0.935459748,0.745882689,0.648281355
,-1.059284472,-1.000808136,0.264116022,0.234378689,0.211510663,0.005471851,-0.830100647,-1.054841805,0.237686079,0.84478735,-0.108565259,0.092072095
,-0.836604321,-1.288875176,-0.85141726,-1.177294322,-1.073302182,-1.20926132,-0.931590583,-1.129071137,-1.06030702,-1.103549884,-1.394183312,-0.996973517
Nup358,-1.558134119,-2.322360968,-1.729339502,-2.134223681,-1.650725318,-2.580439536,-1.565160971,-1.818426702,-2.150593147,-2.066004435,-1.972392965,-2.062625474
RpS3A,-1.17807758,-1.477341579,-0.211798749,-0.174963385,0.214373524,-0.034086456,-1.315055621,-1.246532381,-0.237302513,-0.140777826,-0.10900085,-0.103456884
RpS14a,-0.930215357,-1.149824666,0.131984509,0.089362553,0.624522058,0.420078116,-0.937408521,-0.921991414,0.110363243,0.150039693,0.300416628,0.421263701
CG3590-RA,-0.847258436,-0.639804305,-1.027998535,-0.90976984,-0.834055912,-0.696190033,-0.384659041,-0.487924851,-1.273517513,-1.242669467,-1.158912489,-1.194889183
,0.211510663,0.098419558,0.487486349,0.591200673,0.459326692,0.290188457,0.07299756,0.141563582,0.471031344,0.501209824,0.133168933,0.610038557
,0.30018231,#VALUE!,0.124195772,0.172359498,0.842053602,0.419970287,0.470094293,0.382611923,0.476640909,0.340049473,0.515409693,0.510658162
Galk,0.705756782,-0.867804856,-1.188331691,-1.695816084,-1.652901329,-0.778061068,0.415217825,1.1141671,-2.583376408,-2.612108127,-1.97965782,-1.935227493
Cat,-1.046831627,-1.332825428,-0.946499362,-0.933077302,-0.652220973,-0.63126517,-1.056761279,-1.052356283,-1.042843154,-1.047338416,-0.980824739,-0.939980294
Adk2,0.262192588,-0.089866027,-0.120529475,-0.172262256,0.13422094,0.051998468,0.243059706,0.254473108,-0.079691453,-0.268608191,-0.194393859,-0.044538396
Cyt-c-p,2.03801469,1.909811499,1.121678557,1.328549275,1.650259068,1.595646873,2.283655131,2.267056318,1.549521321,1.554981702,1.320773477,1.238481171
EG:87B1.3,2.210544722,1.478971805,-0.504570891,-0.53338854,0.002594517,0.163369914,2.14574266,2.271694588,-0.439989448,-0.475815937,-0.328000174,-0.429984034
eIF-2beta,-1.1733844,-0.990882186,-0.029161067,0.004896843,-0.130554952,-0.360638162,-0.864255012,-0.921554117,-0.090695392,-0.351019236,-0.461620765,0.051859299
Ccp84Ab;Ccp84Aa,-1.305859726,-0.770608962,-0.21940433,-0.191128984,0.411317768,0.040541794,-0.767462031,-0.645073978,0.035483152,-0.113442049,0.076832696,0.300416628
CG3760,-0.635405157,-0.398854998,0.421371433,0.267835392,0.984552895,0.51772922,-0.557072424,-0.777492168,0.261951979,0.138552375,0.648833548,0.35918379
B52,0.265556916,0.075874867,0.631523406,0.735002193,0.949646983,0.368489001,-0.001125741,-0.123009682,0.976656911,0.774502445,0.6098495,0.823586335
BEST:CK01296,0.07244885,0.355805639,0.789520604,0.694479079,1.211884402,1.394514142,0.13553487,0.162081103,0.984188293,0.930775178,0.872080137,0.919530776
CG2649,0.459536538,-0.187707155,-0.030265604,-0.0014723,0.227864273,0.133563526,0.419538892,0.39154778,0.046281503,0.038997979,-0.112537117,0.014640947
RpS19a,-0.946388153,-1.437681855,0.037311931,0.143524033,0.50589093,0.517326092,-1.121015762,-1.175826859,0.057554246,0.032100843,0.16542962,0.144437998
